Sample_ID	group label	Master ID	Skeletal code	Skeletal element	"Published(0=no,1=yes.including.data.release.of.bioRxiv.version)"	"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]"	Publication	Representative contact	"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)"	"Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]"	"Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]"	"Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE"	Age at Death Estimate	Group ID	Locality	Country	Lat.	Long.	Restrictions (0=none; 1=Basic signed letter; 2=Restrictive signed letter; 3=Bolnick signed letter; 4=Never release; 5=Disease patient; 6=Basic signed letter but drafts should be circulated to Papua New Guinea Medical Research Advisory Group in advance of publication)	Pulldown Strategy	Data source	No. Libraries	Coverage on autosomal targets (Computed at (re)pulldown pre-padding)	1240k coverage (taken from original pulldown where possible)	SNPs hit on autosomal targets (Computed at pulldown for non-padded samples)	SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Sum total of ROH segments >4cM	Sum total of ROH segments >20cM	Y haplogroup automatic caller	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	Y chromosome reference for manual call	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 or published	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e.	"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)"	LibraryID(s)	endogenous by library (computed on shotgun data)	1240k coverage (by library)	Damage rate in first nucleotide on sequences overlapping 1240k targets (by library)	mtDNA coverage (by library)	mtDNA haplogroup if ≥2 coverage (by library)	mtDNA match to consensus if ≥2 coverage (by library)	Individual Notes	batch notes (e.g. if a control well looks contaminated)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"
I16164	EN	I16164	2463	petrous	1	2020	FernandesNatureEcologyEvolution2020	"Pinhasi, Ron"	Direct: IntCal20	4415	65	"2571-2343 calBCE (3955±30 BP, PSUAMS-6695)"	..	Italy_Sardinia_C	"Sardinia, Sa Ucca de su Tintirriolu"	Italy	40.410556	8.639722	0	Repulldown on 3.2M snpset	1240K	1	0.602992	1.048214	779080	479822	49.8	M	n/a (no relatives detected)	42.876696	42.876696	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-PF3378	G2a2b2b1a1a	..	..	..	180.5	K1a3	"[0.988,0.999]"	0.096	0.45	1628	0.00589	2.561	"[0.001,0.01]"	-0.007	0.01	None	"[0,0.013]"	ss.half	S16164.Y1.E1.L1	0.39926	1.048214	0.096	180.5	K1a3	"[0.988,0.999]"	..	..	PASS	damage.ss.half=0.096
I16165	EN	I16165	2464	petrous	1	2020	FernandesNatureEcologyEvolution2020	"Pinhasi, Ron"	Direct: IntCal20	5671	44	"3787-3652 calBCE (4960±25 BP, PSUAMS-6924)"	..	Italy_Sardinia_N	"Sardinia, Sa Ucca de su Tintirriolu"	Italy	40.410556	8.639722	0	Repulldown on 3.2M snpset	1240K	1	0.481545	0.846599	803758	502128	48.1	F	n/a (no relatives detected)	8.386898	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	100.5	V	"[0.969,0.994]"	0.113	0.013	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.02	0.012	None	"[0,0.004]"	ss.half	S16165.Y1.E1.L1	0.38773	0.846599	0.113	100.5	V	"[0.969,0.994]"	..	..	PASS	..
I16166	EN	I16166	2465	petrous	1	2020	FernandesNatureEcologyEvolution2020	"Pinhasi, Ron"	Direct: IntCal20	5746	73	"3941-3658 calBCE (5005±25 BP, PSUAMS-6925)"	..	Italy_Sardinia_N	"Sardinia, Sa Ucca de su Tintirriolu"	Italy	40.410556	8.639722	0	Repulldown on 3.2M snpset	1240K	1	0.068296	0.115088	187329	119810	39.1	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I2	I2	..	..	..	13.32	J1c1	"[0.940,0.984]"	0.182	0.436	43	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.036	0.024	Model_Misspecified	"[0,0.011]"	ss.half	S16166.Y1.E1.L1	0.06658	0.115088	0.182	13.32	J1c1	"[0.940,0.984]"	..	..	PASS	..
I16168	EN	I16168	"2467, Grave E"	petrous	1	2020	FernandesNatureEcologyEvolution2020	"Pinhasi, Ron"	Direct: IntCal20	5807	61	"3949-3714 calBCE (5035±25 BP, PSUAMS-6926)"	..	Italy_Sardinia_N	"Sardinia, Anghelu Ruju"	Italy	40.626667	8.323056	0	Repulldown on 3.2M snpset	1240K	1	0.32554	0.550495	662953	413964	44.1	M	n/a (no relatives detected)	9.186801	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	H-Y19962	H2c1a~	..	..	..	68.57	U5b2b3	"[0.949,0.973]"	0.163	0.428	591	0.0111	1.947	"[0,0.022]"	-0.007	0.012	None	"[0,0.017]"	ss.half	S16168.Y1.E1.L1	0.41405	0.550495	0.163	68.57	U5b2b3	"[0.949,0.973]"	..	..	PASS	"mtcontam=[0.949,0.973]"
I16169	EN	I16169	"2468, Grave E"	petrous	1	2020	FernandesNatureEcologyEvolution2020	"Pinhasi, Ron"	Direct: IntCal20	4177	50	"2334-2140 calBCE (3795±25 BP, PSUAMS-6934)"	..	Italy_Sardinia_C	"Sardinia, Anghelu Ruju"	Italy	40.626667	8.323056	0	Repulldown on 3.2M snpset	1240K	1	0.373556	0.637872	696617	439341	44.3	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	64.19	T2b3	"[0.985,0.996]"	0.152	0.014	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.016	0.014	None	"[0,0.011]"	ss.half	S16169.Y1.E1.L1	0.44829	0.637872	0.152	64.19	T2b3	"[0.985,0.996]"	..	..	PASS	..
I16170	EN	I16170	P6923; E/21; 2469	petrous; petrous	1	2020	PattersonNature2021 (higher coverage of previously published individual in FernandesNatureEcologyEvolution2020)	"Pinhasi, Ron; Pinhasi, Ron"	Direct: IntCal20	3337	45	"1491-1301 calBCE (3125±25 BP, PSUAMS-6696)"	..	Italy_Sardinia_MBA	"Sardinia, Anghelu Ruju"	Italy	40.626667	8.323056	0	Repulldown on 3.2M snpset	1240K	2	1.991944	3.390036	1450061	842704	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (5/24/2021) based on Yfull 8.09 running directly on the bam	I-Y21970	I2a1a1a1a1b~	..	..	..	200.497556	H3	..	0.179	0.422091118	6059	0.0069	0.002548	"[0.004,0.009]"	..	..	..	..	"ds.half,ss.half"	"S22853.Y1.E2.L1,S16170.Y1.E1.L1"	"0.12,0.294"	"2.396,0.972"	"0.138,0.133"	"98.48,102"	"H3,H3"	"[0.930,0.966],[0.930,0.966]"	..	..	PASS	..
I16183	EN	I16183	"2526, Grave E"	petrous	1	2020	FernandesNatureEcologyEvolution2020	"Pinhasi, Ron"	Direct: IntCal20	5164	76	"3346-3098 calBCE (4500±25 BP, PSUAMS-6935)"	..	Italy_Sardinia_N	"Sardinia, Anghelu Ruju"	Italy	40.626667	8.323056	0	Repulldown on 3.2M snpset	1240K	1	0.102124	0.169979	281003	176171	53.3	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	20.79	J2a1a1	"[0.978,0.998]"	0.157	0.009	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.011	0.031	None	"[0,0.05]"	ss.half	S16183.Y1.E1.L1	0.5268	0.169979	0.157	20.79	J2a1a1	"[0.978,0.998]"	..	..	PASS	..
I16463	EN	I16463	TB 224; Individual 1	petrous	1	2021	PattersonNature2021	"Terry, Rachel"	Context: Archaeological - Period	5700	144	4000-3500 BCE	..	England_N	"England, North Yorkshire, Cockerham, Elbolton Cave"	United Kingdom	54.050362	-1.989273	0	Repulldown on 3.2M snpset	1240K	1	0.406273	0.67086	797583	487724	51.3	M	n/a (no relatives detected)	10.173197	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-L1195	I2a1b1a1a1	Patterson2021inPreparation with ISOGG version v15.73 (automated calling followed by manual checking)	I-L1195	I2a1b1a1a1	219.6	H4a1a2	"[0.990,0.999]"	0.105	0.44	829	0.00131	0.437	"[0,0.007]"	0.001	0.011	None	"[0,0.023]"	ds.half	S16463.Y1.E1.L1	0.14749	0.67086	0.105	219.6	H4a1a2	"[0.990,0.999]"	..	..	PASS	..
I16491	EN	I16491	TB 261; 92.23H/42	tooth (molar)	1	2021	PattersonNature2021	"Deacon, Jody"	Direct: IntCal20	4686	131	"2876-2680 calBCE (4170±100 BP, OxA-3817)"	..	Wales_N	"Wales, Denbighshire, Llanferres, Orchid Cave"	United Kingdom	53.135717	-3.197263	0	Repulldown on 3.2M snpset	1240K	1	0.051647	0.0854	151736	95822	56.6	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-L1195	I2a1b1a1a1	Patterson2021inPreparation with ISOGG version v15.73 (automated calling followed by manual checking)	I-L1195	I2a1b1a1a1	44.96	U5b2b	"[0.900,0.936]"	0.052	0.38	28	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.039	0.035	None	"[0,0.108]"	ds.half	S16491.Y1.E1.L1	0.00833	0.0854	0.052	44.96	U5b2b	"[0.900,0.936]"	..	..	QUESTIONABLE	"mtcontam=[0.9,0.936]"
I1838	EN	I1838	LY.II.A.10.15069	tooth	1	2017	LipsonNature2017	"Lalueza-Fox, Carles"	Direct: IntCal20	5126	108	"3356-2936 calBCE (4470±50 BP, Poz-83429)"	..	Spain_C	"Basque Country, Alava, Las Yurdinas II"	Spain	42.63	-2.7	0	1240K pulldown padded to 3.2M snpset	1240K	1	4.241	4.241	..	828219	..	F	n/a (no relatives detected)	4.143595	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	978	J1c3	"[0.988,0.995]"	0.072	0.011	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.003	0.005	None	"[0,0.007]"	ds.half	S1838.E1.L1	0.4036	4.241	0.072	978	J1c3	"[0.988,0.995]"	..	..	PASS	..
I1842	EN	I1842	LY.II.A.10.15064	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	"Context (WARNING: CALIBRATION METHOD UNCLEAR, NEED TO CHANGE TO INTCAL20): Layer date based on stratigraphy of the site 2910-2885 calBCE (4290±40 BP, Beta-137895); 3020-2910 calBCE (4360±40 BP, Beta-137896); 3100-2900 calBCE (4390±40 BP, Beta-148054)"	4850	58	3000-2800 BCE	..	Spain_C	"Basque Country, Araba/Álava, Peñacerrada-Urizaharra, Las Yurdinas II"	Spain	42.63	-2.7	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.528348	0.528348	..	450801	..	M	n/a (no relatives detected)	32.894813	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-PF3147	G2a2a	..	..	..	155	H1e1a	"[0.995,1.000]"	0.049	0.426	453	-0.001418	-1.291801343	"[0,0.001]"	0.019	0.025	None	"[0,0.068]"	ds.half	S1842.E1.L2	0.0119	0.528348	0.049	155	H1e1a	"[0.995,1.000]"	..	..	PASS	damage.ds.half=0.049
I1843	EN	I1843	LHUE11J.5	tooth	1	2017	LipsonNature2017	"Lalueza-Fox, Carles"	Direct: IntCal20; R_combine	4904	38	"3015-2901 calBCE (4340±22 BP) [R_combine: (4390±30 BP, Beta-301225); (4290±30 BP, Beta-301226)]"	..	Spain_C	"Basque Country, Alava, Alto de la Huesera"	Spain	42.57	-2.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	1.189	1.189	..	642175	..	F	n/a (no relatives detected)	17.206106	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	702	U5b1+16189+@16192	"[0.998,1.000]"	0.048	0.011	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.01	0.014	None	"[0,0.037]"	ds.half	S1843.E1.L1	0.0239	1.189	0.048	702	U5b1+16189+@16192	"[0.998,1.000]"	..	..	PASS	damage.ds.half=0.048
I1845	EN	I1845	"LHUE-Pet1: LHUE-2010, CUADRO KII, Sector 7, L-IV."	petrous	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	"Context: Layer dates of 2895-2671 calBCE (4200±30 BP, Beta-301226), 2912-2702 calBCE (4240±30 BP, Beta-301223), 3077-2899 calBCE (4350±30 BP, Beta-301222) calibrated by IntCal20"	4825	130	3100-2650 BCE	..	Spain_C	"Basque Country, Araba/Álava, Laguardia, Alto de la Huesera"	Spain	42.57	-2.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.442559	0.442559	..	404139	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-Y34539	I2a1b1b1a1~	..	..	..	15.1	K1a2c	"[0.939,0.968]"	0.052	0.413	336	0.000882	0.185819096	"[0,0.01]"	0.002	0.017	None	"[0,0.035]"	ds.half	S1845.E1.L2	..	0.442559	0.052	15.1	K1a2c	"[0.939,0.968]"	..	..	PASS	"mtcontam=[0.939,0.968]"
I1846	EN	I1846	"LHUE-Pet3: LHUE-2010, CUADRO K12, Lecho 5, x=63, y=95,z=255."	petrous	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	"Context: Layer dates of 2895-2671 calBCE (4200±30 BP, Beta-301226), 2912-2702 calBCE (4240±30 BP, Beta-301223), 3077-2899 calBCE (4350±30 BP, Beta-301222) calibrated by IntCal20"	4825	130	3100-2650 BCE	..	Spain_C	"Basque Country, Araba/Álava, Laguardia, Alto de la Huesera"	Spain	42.57	-2.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.975267	0.975267	..	649445	..	F	n/a (no relatives detected)	4.124403	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	70.6	T2b3+151	"[0.987,0.996]"	0.079	0.015	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.01	0.011	None	"[0,0.012]"	ds.half	S1846.E1.L2	0.0456	0.975267	0.079	70.6	T2b3+151	"[0.987,0.996]"	..	..	PASS	..
I1889	EN	I1889	SEKU1a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	6943	71	"5205-4848 calBCE (6079±33 BP, MAMS-14808)"	..	Hungary_MN_Vinca	Szederkény-Kukorica-dülö	Hungary	45.5969	18.28247	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.449	0.449	..	385025	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-Y140837	G2a2a1a2a2a1	..	..	G2a2a	53	K1a2	"[0.874,0.927]"	0.196	0.439	331	0.006091	0.719050009	"[0,0.023]"	-0.014	0.013	None	"[0,0.011]"	ds.half	S1889.L1	0.2348	0.449	0.196	53	K1a2	"[0.874,0.927]"	..	..	QUESTIONABLE	"mtcontam=[0.874,0.927]"
I1890	EN	I1890	FAGA1a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	6875	101	5100-4750 BCE	..	Hungary_LN_Sopot	Fajsz Garadomb	Hungary	46.41594	18.91974	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.09	0.09	..	100324	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-L596	I2	..	..	..	77.5	HV0a	"[0.983,0.993]"	0.127	0.444	44	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.081	0.04	Model_Misspecified	"[0,0]"	ds.half	S1890.L1	0.0262	0.09	0.127	77.5	HV0a	"[0.983,0.993]"	..	..	PASS	..
I1891	EN	I1891	FAGA2a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	6913	72	"5203-4841 calBCE (6060±40 BP, Poz-83633)"	..	Hungary_LN_Sopot	Fajsz Garadomb	Hungary	46.41594	18.91974	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.486	0.486	..	411595	..	F	n/a (no relatives detected)	8.671295	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	137	H	"[0.991,0.997]"	0.084	0.009	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.007	0.018	None	"[0,0.042]"	ds.half	S1891.L1	0.0457	0.486	0.084	137	H	"[0.991,0.997]"	..	..	PASS	..
I1893	EN	I1893	ALE14a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	6895	52	"5034-4846 calBCE (6049±29 BP, MAMS-14817)"	..	Hungary_LN_Sopot	Alsónyék-Elkerülő 2	Hungary	46.204523	18.729916	0	1240K pulldown padded to 3.2M snpset	1240K	2	0.052	0.052	..	58515	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-L30	G2a2b	..	..	G2a	632.909469	U8b1b	"[0.996,1]"	..	..	..	..	..	..	-0.11	0.008	Model_Misspecified	"[0,0]"	"..,.."	"S1897.L1,S1893.L1"	"0.00690,0.01110"	"..,0.021"	"0.112,0.11"	"619.00,305.00"	"U8b1b,U8b1b"	"[0.999,1.000],[0.999,1.000]"	..	..	PASS	..
I1899	EN	I1899	VEJ2a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	6550	173	4900-4300 BCE	..	Hungary_LN_Lengyel	Veszprém Jutasi út	Hungary	47.102645	17.912987	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.336	0.336	..	316729	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	C-V86	C1a2	..	..	C	94.7	T2b	"[0.998,1.000]"	0.106	0.432	257	0.005052	0.786192762	"[0,0.018]"	-0.013	0.021	None	"[0,0.028]"	ds.half	S1899.L1	0.1014	0.336	0.106	94.7	T2b	"[0.998,1.000]"	..	..	PASS	..
I1900	EN	I1900	VEJ4a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	6686	38	"4797-4619 calBCE (5861±26 BP, MAMS-14827)"	..	Hungary_LN_Lengyel	Veszprém Jutasi út	Hungary	47.102645	17.912987	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.053	0.053	..	60034	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	E-L618	E1b1b1a1b1	..	..	..	190	W1+119	"[0.999,1.000]"	0.081	0.43	12	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.076	0.04	None	"[0,0.154]"	ds.half	S1900.L1	0.1296	0.053	0.081	190	W1+119	"[0.999,1.000]"	..	..	PASS	..
I1901	EN	I1901	VEJ5a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	6550	173	4900-4300 BCE	..	Hungary_LN_Lengyel	Veszprém Jutasi út	Hungary	47.102645	17.912987	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.619	0.619	..	478142	..	M	n/a (no relatives detected)	4.096794	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-PF3148	G2a2a1	..	..	..	213	J1c2	"[0.994,0.999]"	0.164	0.426	643	0.009146	1.857163308	"[0,0.019]"	0.007	0.009	None	"[0,0.025]"	ds.half	S1901.L1	0.38	0.619	0.164	213	J1c2	"[0.994,0.999]"	..	..	PASS	..
I1902_published	EN	I1902	FEB3a	tooth (premolar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	6550	173	4900-4300 BCE	..	Hungary_LN_Lengyel	"Felsörs, Bárókert"	Hungary	47.01938	17.96243	0	1240K pulldown padded to 3.2M snpset	1240K	2	0.401	0.401	..	366651	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	J-Z6055	J2a1a2b~	..	..	..	81.443418	H44	"[0.987,0.999]"	..	..	..	-0.000615	-0.995048863	"[0,0.001]"	-0.017	0.012	None	"[0,0.007]"	"ds.half,ds.half"	"S1902.L1,S4170.L1"	"0.26810,0.09590"	"0.161,0.250"	"0.081,0.114"	"79.60,149.00"	"H44,H44"	"[0.946,0.965],[0.998,1.000]"	..	..	PASS	..
I1905_published	EN	I1905	CSAT25a	petrous	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	6664	57	"4834-4556 calBCE (5850±40 BP, Poz-82582)"	..	Hungary_LN_Lengyel	"Csabdi, Télizöldes"	Hungary	47.51062	18.61693	0	1240K pulldown padded to 3.2M snpset	1240K	2	1.48	1.48	..	729362	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-S6635	I2a2a	..	..	..	25.816646	T2b	"[0.98,0.998]"	..	..	..	-0.000498	-0.248693609	"[0,0.003]"	-0.003	0.009	None	"[0,0.015]"	"ds.half,ds.half"	"S1905.L1,S4169.L1"	"0.13650,0.04440"	"0.437,.."	"0.118,0.112"	"25.30,65.70"	"T2b,T2b"	"[0.966,0.981],[0.984,0.992]"	..	..	PASS	..
I1906	EN	I1906	CSAT19a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	6550	173	4900-4300 BCE	..	Hungary_LN_Lengyel	Csabdi-Télizöldes	Hungary	47.51062	18.61693	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.52	0.52	..	441157	..	M	n/a (no relatives detected)	41.851905	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	H	H	..	..	..	214	H	"[0.991,0.999]"	0.102	0.423	533	-0.000851	-1.350139155	"[0,0]"	0.003	0.011	None	"[0,0.025]"	ds.half	S1906.L1	0.1195	0.52	0.102	214	H	"[0.991,0.999]"	..	..	PASS	..
I1907_published	EN	I1907	KON2a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	6183	75	"4334-4060 calBCE (5380±30 BP, Beta-310033)"	..	Hungary_C_Balaton_Lasinja	"Enese elkerül, Kóny, Proletár-dülö, M85 2"	Hungary	47.63868	17.36453	0	1240K pulldown padded to 3.2M snpset	1240K	2	4.818	4.818	..	976963	..	F	n/a (no relatives detected)	4.1668	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	107.304243	K2a	"[0.988,0.998]"	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.001	0.003	None	"[0,0.007]"	"ds.half,ds.half"	"S1907.L1,S6073.E1.L1"	"0.76430,0.54610"	"2.152,2.860"	"0.09,0.1"	"105.00,311.00"	"K2a,K2a"	"[0.994,0.998],[0.996,1.000]"	..	..	PASS	..
I1908	EN	I1908	KEFP2a	petrous	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	6050	115	4300-3900 BCE	..	Hungary_C_Balaton_Lasinja	"Keszthely-Fenékpuszta, Pusztaszentegyházi-dűlő"	Hungary	46.70991	17.23935	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.736	0.736	..	542513	..	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	91.8	J2b1a	"[0.986,0.993]"	0.104	0.009	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.001	0.012	None	"[0,0.023]"	ds.half	S1908.L1	0.2089	0.736	0.104	91.8	J2b1a	"[0.986,0.993]"	..	..	PASS	..
I1909	EN	I1909	M6-116.12a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	6086	59	"4239-4046 calBCE (5300±23 BP, MAMS-14132)"	..	Hungary_C_Balaton_Lasinja	"Lánycsók, Csata-alja"	Hungary	45.993	18.58127	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.637	0.637	..	486673	..	F	n/a (no relatives detected)	4.153597	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	188	T2	"[0.997,0.999]"	0.129	0.01	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.007	0.013	None	"[0,0.032]"	ds.half	S1909.L1	0.1832	0.637	0.129	188	T2	"[0.997,0.999]"	..	..	PASS	..
I1970	EN	I1970	V-2	tooth	1	2018	OlaldeNature2018	"Lalueza-Fox, Carles"	Direct: IntCal20	4635	108	"2876-2491 calBCE (4100±60 BP, GrN-10972)"	..	Portugal_C	"Lisbon, Verdelha dos Ruivos"	Portugal	38.875	-9.075	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.192268	0.192268	..	203168	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-PF692	I2a1b1b	..	..	..	32.7	X2	"[0.980,0.991]"	0.125	0.412	81	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.026	0.024	Model_Misspecified	"[0,0.021]"	ds.half	S1970.E1.L2	0.0458	0.192268	0.125	32.7	X2	"[0.980,0.991]"	..	..	PASS	..
